did,text,target,title,date
6504,"I recently aquired a Quantum Q250 harddisk. It is a 50 meg 5.25""
mechanism. It is SCSI. I have a few questions and a few problems. First
there seems to be an extra connector socket on the back that I can't
figure out what it is for. The address is set by some jumpers on the
bottom so I don't think it is for that. Any ideas?

Second, it would be nice to get a hardware manual for the drive. There are
a lot of jumpers on it that we don't know what they are for.

Third, I have got the drive to format. It took a while to get things to
work and most of it is fine for now. The formating initialy was
troublesome but seems to be ok. The main problem is if you do a reset on
the MacPlus the drive disappears. If I shut the mac off and then back on
agian then the drive comes up fine. Any ideas.

Please reply to one of the email addresses below.

Thanks",4,comp.sys.mac.hardware,32:20.2
6553,"
Has anyone tried or does anyone know if this procedure will work on
an SE/30?  Mine's old, slow, and in need of either death or power.

-Kelley-
-- 
---------------------------------------------------------
Thomas Kelley Boylan, PowerPC, IBM Austin, (512) 838-1869 ",4,comp.sys.mac.hardware,32:20.2
6555,"The 3FGx has a maximum horizontal scan rate of 49KHz, so driving it
at 60.24KHz to get 1024 x 768 on the Mac is WAY BEYOND the tolerance            The 4FG is spec'ed at 57KHz, so going 60.24KHz is only 5-6% above
the minimally guaranteed figure.

I too doubt if the Damark monitor would sync to a Mac at 1024 x 768.            Like most things, you get what you pay.  That's the deal.

-John Rutirasiri.",4,comp.sys.mac.hardware,32:20.2
6561,"I am looking for recommendations/experiences of bringing Macintosh CPUs
onto Token-Ring Nets. Can someone point me in the right direction for
information. ",4,comp.sys.mac.hardware,32:20.2
6564,"
Does GX take the place of 32 bit QD or add to it? Right now 32 bit is
kinda aesthetically a pain in a few places because of hacks upon hacks
to maintain compatibility with original QD---I think of things like
where you have to cast CGrafPorts to GrafPorts and such. It would be a
lot cleaner to ditch this entire mess and start over---do we get that?",4,comp.sys.mac.hardware,32:20.2
6571,"
I Have Version 3.5.1 which I believe was needed for a 040 machine.
You should be able to get the newest version by calling their tech
support at 1-800-456-5522 or if you have a modem you can get the
driver from their BBS at 801-778-4400.



dean



-- ",4,comp.sys.mac.hardware,32:20.2
6579,"
If you write a second time to a CD you need to have multi-session capability to
read the second session.  Whether it is photos or just data or whatever.

Here is a simplified way of looking at it:
The first session has the directory structure burned at some tracks.  The
second session has a newer directory structure, but the first directory still
exists, because you cannot change, only add.  So if you put that in a 'normal'
drive and it will only look to the first directory and think it has found all
data.  Multisession kindof means that the drive will look for the last
directory written to the disc, older systems look only for 'the' directory, not
taking multiple directories into account.",4,comp.sys.mac.hardware,32:20.2
6624,"I used HP DeskJet with Orange Micros Grappler LS on System6.0.5.

But now I update system 6.0.5 to System7 with Kanji-Talk 7.1,
then I can not print by my DeskJet.

Is the Grappler LS old ?
Can I use DeskJet on System7 ?

Please tell me how to use DeskJet on System7.

Thank you
",4,comp.sys.mac.hardware,32:20.2
6628,"Are there any PDS expansion cards out there that specifically take
advantage of the LCIII's 32 bit data path and 25MHz clock speed? If
they exist, are they significantly faster than the LC/LCII versions?",4,comp.sys.mac.hardware,32:20.2
6640,"





",4,comp.sys.mac.hardware,32:20.2
6647,"


    Yes. That is exactly what it means. The LC family of Macs can only
use PDS cards. They are not able to use NuBus.",4,comp.sys.mac.hardware,32:20.2
6670,"

",4,comp.sys.mac.hardware,32:20.2
6674,"I would like more info on this if anybody has it. Our Exabyte
8500 tapedrive has never been working from the Quadra 950.
We have been trying it since September 1992, replaced cabling,
inits, I don't know what all. All the ""industry experts"" we
phoned (the tapedrive dealer, our Apple dealer, the software
dealer) all say it's our fault, or they don't know. The last
thing they said was that we needed a special Quadra SCSI terminator
(???). Anybody know more? Thanks,",4,comp.sys.mac.hardware,32:20.2
6686,"HELP!

	I just received my Falcon 2.2.1 upgrade from Spectrum Holobyte today.
My SE is running Sys 7.0.1 with 4mb of RAM. Like the instructions said, I only
installed Disk 2 (The program...no start up screen or music).

	I just downloaded Macsbug from ftp.apple.com like it said, and
installed it in my System folder. I restarted the mac an hour later, and it 
wouldn't completely boot off the internal HD. I get the ""happy mac"", then it
disappears, only to reappear and repeat the cycle continuously. I never even
get the ""Welcome to Macintosh"" message. Norton utilities fixed about 12 new
problems, but the same thing still happened.

	What do I do?

	Please e-mail to ""orly@aludra.usc.edu""


		THANKS IN ADVANCE!!!


		Victor Orly

;",4,comp.sys.mac.hardware,32:20.2
6687,"I recently upgraded to System 7.1 and now I also upgraded my
DeskWriter drivers from 2.2 to 3.1.  I got the software from Sumex,
but it is not clear to me where to install what.

Can someone tell me which of the files that come with DW-3.1 go where
and for what purpose?  What can be left out, for instance, if
you don't want to do background printing?

Thanks,

	Tom",4,comp.sys.mac.hardware,32:20.2
6693,"I've been looking into getting a portable Mac to do some work and I've
had my eye on the PB 100. Lately, I've been seeing people with the old
portables, and they're selling for $300 LESS that the PB 100s. What I
want to know is: what are the differences between them? All I know is
that the Portable is heavier, but the PB100 doesn't have an internal
drive. Here's what I NEED to know:

Does the portable support Appletalk/network connections?
What's the CPU inside a Portable? (68000?)
DOES THE PORTABLE SUPPORT SYSTEM 7?????????
What's the maximum memory capacity of the Portable? Can you still get
	RAM (meaning: does it use special SIMMS?)
What kind of internal HD does it use?
Does the Portable have a better screen?

						THANX in advance.",4,comp.sys.mac.hardware,32:20.2
6709,"

What's the latest version of Stepping Out that works ok with S7.1?",4,comp.sys.mac.hardware,32:20.2
6712,"The problem is this:
After starting up my machine it gives a high pitched sound once at the desktop also it only does it when the mouse is up or a menu is not showing.

as if I click the mouse the noise goes away for the amount of time the mouse is down. also this problem only happens for about 5-10 minutes.",4,comp.sys.mac.hardware,32:20.2
6713,"Hi all,

I just got a La Cie 240 meg external hard drive.  Speed tests show that it's
substantially faster that my internal 105 meg Quantum HD.  Supposedly the 105
and the 240 (both LPS drives) are roughly rated the same speed.  Why such a 
large difference?

Marc.",4,comp.sys.mac.hardware,32:20.2
6727,"Yes, it is possible to add a second hard drive to a mac IIcx internally. This
is definitely not a recommended procedure by Apple but I have done the equivalent to my CX after upgrading it to a Quadra 700. The power supply is still the
stock CX's and it was able to power two Quantum LPS drives, a PLI SCSI 
accelerator, a Micron technologies 24 bit video board, Daystar QuickCache,
New Technologies Overdrive and 20 meg of RAM simultaneously.

I added a new mount for the drive by attaching angle brackets to the drive
tower. The internal SCSI cable was changed to a longer flat ribbon cable onto
which I added an extra connector about midway. The final HD was internally
terminated and the drive between the motherboard and final HD had its terminator resistor packs removed. Cooling has not been a problem and no SCSI problems
occur with either the PLI SCSI chain or motherboard SCSI hooked into the two
internal hard drives.",4,comp.sys.mac.hardware,32:20.2
6763,"
Nope.  I'm pretty sure that this person knows how to take the ball out.
I think that what they want to do is take the mouse apart.  The old mouse
had four screws on the bottom that you could unscrew to do this,
while there's no obvious way to take the new one apart.
",4,comp.sys.mac.hardware,32:20.2
6769,"with
model
toward",4,comp.sys.mac.hardware,32:20.2
6772,"I'm sure Intel and Motorola are competing neck-and-neck for 
crunch-power, but for a given clock speed, how do we rank the
following (from 1st to 6th):
  486		68040
  386		68030
  286		68020

While you're at it, where will the following fit into the list:
  68060
  Pentium
  PowerPC

And about clock speed:  Does doubling the clock speed double the
overall processor speed?  And fill in the __'s below:
  68030 @ __ MHz = 68040 @ __ MHz

Thanks very much.  I'd appreciate hearing any further explanations
from any experienced folks out there, too! 

 
P.S.  Folks have been having trouble replying to me lately with the ""reply""
      command.  Try typing my address by hand and it should work.  Thanks!",4,comp.sys.mac.hardware,32:20.2
6796,"Excerpts from cmu.comp.sys.mac: 5-Apr-93 Re: SE Serial Port Speed???? by
Samuel John Kass@andrew. 
actually a 14.4 kbps modem using standard compression (v3.2 v4.2.bis?)
cna reach 57,600 bps, however I have not seen any server modems that
have hardware compression.  I have been told the annex modems here break
up at ~36k, but I have never seen faster than 14.4kbps.",4,comp.sys.mac.hardware,32:20.2
6831,"patrickd@wpi.WPI.EDU (Lazer) writes ...

Specs for the 68040 can fill a 500 page book.  Some highlights are...
32-bit address space w/ 32-bit data width.  18 32-bit integer registers 
& 8 80-bit floating point registers.  8K copyback capable caches,
4-way set associative.  Typical 1.2 clocks/integer instruction.  5
clocks for a floating point multiply.

(interesting aside: the 68040 can multiply two 80-bit floating point
numbers in less time than it can multiply two 32-bit integers)


More of the same but with multiple instruction dispatching.  Figure
about 0.8 clocks per instruction typical (my guess).  But the Motorola
guys are pretty bright, it may be less.


Call Motorola.  I'm not typing it all in.


I'm predicting that both the 680x0 and x86 lines are reaching their
ends.  New experimental processors have 64-bit data pathways and can
schedule up to 8 out of 32 instructions each clock cycle.  That sort
of trick can't really be done with CISC architectures.

I finally saw some details on the 586/Pentium and was not greatly
impressed.  They've finally done some work on the FPU to get it up to
speed, but otherwise it's only going to be a 2x speedup.  And to get
that they're using two integer units, larger caches, and a branch
target buffer.  Yes, I know they're talking about 100MHz processors.
Big whoop.  Designing a 100MHz board is difficult and really
expensive.  Priced 15ns memory chips lately?
",4,comp.sys.mac.hardware,32:20.2
6858,"You macinators who have used these voice messaging/FAX/data-modems.  I
have a question.  First what brand names do you recommend(I am mostly
interested in the voice messaging and FAX part).  Is the voice part as
reliable and understandable as the sellers claim?  Approximately, how
much hard drive space does an average day of callers take up, if they
speak for one minute?  
Any feed back would be appreciated.  My company is looking at buying
one or two.  Hey, I may buy one myself too.

Thanks in advance
Don  ",4,comp.sys.mac.hardware,32:20.2
6882,"------ X-posted to comp.sys.mac.hardware and misc.consumers -------

You've heard about Apple's great new customer ""support"" program.  Well,
think again.  Sometimes the only real support out there is what Apple
computer users can give to each other.  For another example, read on:

In the March 15th issue of _MacWeek_, Ric Ford described a two-year effort
by Liam Breck to document and bring to Apple's attention a problem with
certain defective mice.  At random, the switches on these mice ""stick"" in
the down position until clicked a second time, apparently regardless of the
machine they are used with or the system software involved. Most of the
reported problem mice were manufactured in Malaysia and have an FCC ID of
BCGA65431. You'll recognize this ""sticky button"" symptom immediately if you
have such a mouse: the problem is intermittent, but it's not subtle.

Liam Breck recently gave up trying to document this problem, and instead 
suggested that people contact Apple's Customer Assistance Center directly
(_MacWeek_ 4/5/93 p. 64). When I called Apple on March 23rd and described
my defective mouse, I was eventually given a case number (F83Y) and told
Apple would replace this mouse even though it is a few months out of
warranty.  After waiting for three weeks, I called back today wondering
where my new mouse was. This time, I was told that Apple had decided the
serial number on my mouse (MB13831FC25) is not within the (undisclosed)
range Apple is willing to replace, and there is nothing I can do about it.

Nothing, that is, unless enough people complain about this problem to make
it worth Apple's while to fix or replace the entire lot of defective mice.
Please, if you have one of these mice, I NEED YOUR HELP! Don't assume you
know what causes the problem (there are _lots_ of theories) and start
hacking around inside your hundred-dollar mouse. Instead, let Apple do it.
Please take five minutes to CALL APPLE RIGHT NOW at:

                  United States      1-800-776-2333
                  Canada             800-665-2775
                  UK and Europe      33-1-49-01-49-01
                  Australia          61-2-452-8000
                  Japan and Pacific  81-3-5411-8500

If the number isn't toll-free, call collect.  Describe the problem and ask
for a replacement mouse.  Even if they refuse, insist that they register
the details of your case, including your mouse's serial number.  Be firm.

Network managers and user-group leaders especially, please query your user
bases. Everyone ask your friends and colleagues.  Please don't send mail to
me or post yet another ""sticky-button"" report, CALL APPLE DIRECTLY!  If
enough victims take the trouble to report this well-known problem, Apple
will eventually be forced to respond.  If Apple continues to find it easy
to stone-wall on this issue, don't expect them to offer support when the
next, potentially more serious Mac defect is uncovered.",4,comp.sys.mac.hardware,32:20.2
6898,"
Can some people with cache cards PLEASE post speedometer numbers they get
with the cards. I have only one report, which seems to indicate that
a 32K cache card gives you only about a 1% speedup!! Access to memory takes
LONGER when you have a cache card(and get a miss) thus a small cache card
of 32K may be worth $0. I don't know what kind of numbers 64K cards get
you. Also I found it interesting that you can disable the cache cards
via software(read about it in the Mac IIsi tech notes from ftp.apple.com)",4,comp.sys.mac.hardware,32:20.2
6923,"So, will it be possible to have a NuBus or PDS PowerPC upgrade, or will it 
require a logic board swap? It would be interesting for Apple to come out with
a NuBus PowerPC that allowed use of the CPU's 680x0, like RocketShare. But I 
guess that's getting a bit fantastic!

I was wondering, since MacWeek reported that developers were 'seeded' with
PowerPCs on a NuBus card.

Also, any word on machine arrivals or estimated speed? Last I heard, the 
estimates were around 3-4 times the speed of a Quadra in native RISC mode. I
heard an Apple employee mumble something about the arrival of PowerPC machines
at a much earlier date that Q1 94, but I doubt it's true.

Finally, is the PowerPC developer's CD 'mini-course' available? I saw it 
advertised in the developer's university calendar, and I'd like to know if it's
at all *interesting*.

Sean",4,comp.sys.mac.hardware,32:20.2
6975,"I have a friend who has a MAC (LC or LC II I think), and her family has an
""extra"" LaserJet IIIp sitting around. Is there any way to connect these
two and make them work without a postscript cartridge?  She told me that a
random friend of hers had mentioned something about some software package
that could do the translation...
-Rick",4,comp.sys.mac.hardware,32:20.2
7000,"Dear Netters,

My sister has an Apple 12"" Color Display hooked up to an LC.

Problem:  There is an annoying, horizontal, ghost-like stripe that 
precesses vertically about once per second.  It is about 1 cm high.
She is in grave danger of going insane because of it.

Any ideas of what it might be and how I might cure it for her?

-Joe Betts
betts@netcom.com",4,comp.sys.mac.hardware,32:20.2
7084,"Please excuse and redirect me if this has already been answered, but is
there a small utility that switches the functionality of the caps-lock
key and the ctrl key on the powerbook keyboard?  I use the ctrl key far
more than caps-lock, so it would be more convenient and comfortable.
Thank you for any help,
Scott Farrar



",4,comp.sys.mac.hardware,32:20.2
7089,"I'm getting a sad Mac icon on a black screen with the error code 0300FF.
Could someone please tell me what's wrong?  Memory? 

Thanks a lot. I'd appreciate it infinitely...",4,comp.sys.mac.hardware,32:20.2
7092,"Could someone please e-mail or post a cheap source for ink carts for the HP
Deskwriter?  Original HP carts are preferred, but I will settle for
third-party brands if they are of good quality.

+--------------------------------------------------------------------------+

 /~~~~~~~\
\_____    |
      |   | TTTTTT EEEEE VV     VV EEEEE     |
      |   |   TT   EE     VV   VV  EE        |
 /---/    |   TT   EEEE    VV VV   EEEE      | Steve Liu                    |",4,comp.sys.mac.hardware,32:20.2
7103,"Hi there,

Does anyone know why Apple has an ambiguous message for
C650 regarding fpu?  In all Mac price lists I've seen, every C650
has the message ""fpu: optional"".  I know from what we've discussed in this
newsgroup that all C650 have the fpu built in except the 4/80
configuration.  Why would they be so unclear about this issue in their
price list?
I'm planning to buy the C650 8/230/cd pretty soon, but I'm now getting
confused with whether it comes with fpu or not.
Why say ""optional"" if it's built in?
Please, anybody help me understand this game.

Regards,",4,comp.sys.mac.hardware,32:20.2
7107,"I thnik i'll be able to pick up  a piar of Mac 512K's for nothing, but
their power supplies are dead.  Anyone know where I can pick up a pair
of refurbished PS's for cheap (preferably mail order).
Yes, I do have uses planned fior them.  One will be sold to a friend who
just needs a terminal to connect via modem to his e-mail account.
The other will be used by me as a net client to run my downloads and/or
printing.",4,comp.sys.mac.hardware,32:20.2
7133,"


I think you are suffering from some alignment or color
table or <whatever> problems, if a Color Classic is as fast
as a Quadra rendering to screen.

What screen card you use does of course matter much (built-in
video is almost always faster than NuBus)

Or you measured ""scroll entire screen"" where the Color Classic
had a VRAM 10"" screen in 4-bit color and the Quadra had a
21"" 24-bit screen on NuBus :-)

Cheers,

						/ h+",4,comp.sys.mac.hardware,32:20.2
7157,"


Who knows... I just quoted what was ""written"" in SCSI Director...



I've tried calling Transoft Corp about this and have either gotten the
response ""Huh?"" to ""Yep"" to ""Nah""... You would expect that a damaging state-
ment like this would have _some_ ""data"" to back it up...

Anyone want Transoft's phone number?",4,comp.sys.mac.hardware,32:20.2
7170,"Hi There,
	I am trying to find out a reliable Power Center, it is basically
a surge protector that sits below the monitor and has individual control
for each outlet. Some people have an opinion that none of them work well.
The ones that I could locate in Microcenter catalogue were:

Tripp Lite's Isobar Command COnsole ($79)

Proxima Power Director (89.95)

Kensington Masterpiece Plus (109.95)

Has anyone used one of these? Could you please send me your feedback
on these?

thanks",4,comp.sys.mac.hardware,32:20.2
7203,"Hello,

	I remember running across an ad in the back of Mac[User|World]
a few years ago, for a Nubus board that had umpteen SIMM slots, to be
used to ""recycle your old SIMMs,"" when you upgraded memory.  I don't
remember who made this board, and I haven't seen it advertised in
any of the latest Mac magazines.  It mentioned that it included software
to make the SIMMs on the board act like a RAM disk. As someone who has SIMMS 
he can't get rid of/use, but hates the waste, this sounds to me like a majorly
good idea.  Does anyone out there know what board/company I'm talking about?  
Are they still in business, or does anyone know where I can get a used one
if they are no longer made?  Any help would be greatly appreciated.  Please
e-mail me, to save net.bandwidth.


	Thanks,

	Cap.



",4,comp.sys.mac.hardware,32:20.2
7226,"The is a 3-4 week backorder, but they are shipping.

",4,comp.sys.mac.hardware,32:20.2
7239,"Is that the low-end configuration?  If it is, it has the 68LC040 (no FPU), as  
opposed to all the other configurations with a 68RC040 (has an FPU).  Be sure  
you know what you are getting before you buy!!!  The 68RC040 is around  
$350-$400 right now, if you intend to upgrade it from a 68LC040.",4,comp.sys.mac.hardware,32:20.2
7256,"I'm in the market for a laser printer. Used printers are fine, non-apple
printers are fine, but whatever printer I get must fit the following:

Required features:

- PostScript

- 300 dpi

- emough memory to download fonts

- The cheaper, the better.  I'd prefer under $1000.


Nice things:

- anything over 4 pages per minute

- scsi output for a font disk

- smallish footprint



Don't Care About:

- PostScript Level II

- networking (its just for me, and always will be)

- color


I know about Freedom of Press, but I've also heard that its painfully slow.
I can tolerate about 4 ppm, but anything slower than that and I'm not going
to consider the price savings worth it.  I'd be curious to hear people's
experience with it, tho. 

I also infinitely prefer laser over ink; I used to use HP deskjets in
my last job and wasn't impressed with the quality.  I'm a laser bigot
and the first to admit it. :)


I'll be using the printer to layout pages of a book I'm writing.  The
page will include multiple fonts, PS graphics, scanned line art and
maybe greyscale pictures (not sure yet).  The quality doesn't need to
be spectacular, but it needs to be clear and readable.


Printers I've been looking at:


- used LaserWriters: The plus, the NT, the NTR.  Its my understanding that
  only the NTR has a SCSI out for a disk. True?

- Personal LaserWriter (LS and NTR).  I have access to the Apple Employee
  discount (I work for one of Apple's spinoffs), so I can get these reasonably
  cheaply.  I've heard bad things about the LS; comments?  I'm leaning
  towards the Personal NTR, cause it has a nice small footprint.

- LaserWriter Select 300.  I hear it doesn't have PostScript, but I haven't
  seen anything for sure.  I heard mumbles once about a ""postscript upgrade.""
  ??

- Used HP LaserJets.  I've worked with the II and IIP on another platform, and
  they were *painfully* slow.  Are they that bad on the mac?

- I've seen ads for an Epson PS laserprinter that is running quite cheap.
  Any comments on this printer?  I hate the styling (too many ouput trays),
  but if its a decent printer I'll consider it.


Thanks for any comments...


",4,comp.sys.mac.hardware,32:20.2
7263,"I have no experience with this particular hardware, but
just about every month in Macworld there is an add for
an combined SE accelerator/Video board.  This item sells
for about $1000 and comes with a 25MHz 68030/68882 pair,
eight SIMM slots, and a grayscale 21"" monitor.

This accelerator plugs into the SE's lone expansion port
and thus no soldering.  You will however, need a long
TORX wrench to get the case open (but that's not really
a big deal).

Does that sound like what you were looking for?",4,comp.sys.mac.hardware,32:20.2
7296,"
Excuse me but... have not all Macs got a CPU!!!",4,comp.sys.mac.hardware,32:20.2
7347,"I  have one of the original Powerbook 170's (with 4Mb of Ram) and find
that 4Mb is a drag when trying to do my work.  So, what is the best way
to get the maximum RAM for this unit, and what's it going to cost me?
I'm hoping I can get the latest and best info from real users by posting 
to this group.",4,comp.sys.mac.hardware,32:20.2
7366,"
I think you meant Quadra 800 ..... (but a Centris 800 probably
would be a real nice machine... :)  )

But yeah, it needs 80ns not 60ns.

Joel
",4,comp.sys.mac.hardware,32:20.2
7372,"Hi.  I am working on a project for my marketing class and I'd like to
ask your help.  The assignment is to come up with a product and create a
marketing plan for it.  Technical issues are not terribly important at
this point.  Well, my group's plan is to market a ""full page"" monitor
for laptop computers.  It would be a third-party product to be installed
by authorized repair centers (like Newer Technology's PaletteBook
screen).  The idea is that the screen would fold in such a way that you
would get twice the screen height of a normal screen (remember,
technical issues aside!).  In fact, by adjusting the fold of the screen
and the monitor configuration, you could have regular OR ""full"" height. 
The screen would probably be monochrome.
The motivation behind this is that laptop computers seem to be very
popular among business people.  Business people also commonly use word
processing and spreadsheet applications for which it is very convenient
to see a large portion of the document.  Because of the target users and
applications, color screens aren't really a neccessity.  We could
hopefully keep the cost between $2000 and $3000.

Now, please don't write this off as completely ridiculous.  I really
need some constructive feedback.  So, if you would, please reply to me
via email and let me know:
1. If you would consider buying a ""full page"" laptop screen
2. How much you would be willing to pay for it
3. Any helpful commentaries on the idea

Also, if you take this idea and make a lot of money off it (doubtful,
but who knows!), please send me some.

Thanks in advance!!!",4,comp.sys.mac.hardware,32:20.2
7381,"I have a Laserwriter IIg that has disappeared completely from the
Network, i.e. it's name doesn't show up in any zone.  (You can print
to it from it's serial interface, tho!)  I have seen some discussion
here about changing the zone a IIg is in... including some PS code
that lets you change the zone.  Is there maybe some PS code you can
use to have it go back to all its factory default settings?  I have
a feeling that's what needed to heal ours.",4,comp.sys.mac.hardware,32:20.2
7410,"From: push@media.mit.edu (Pushpinder Singh)
Subject: re: Centris 610 Video Problem - I'm having it also!
Date: Sat, 17 Apr 1993 03:17:45 GMT


etc.",4,comp.sys.mac.hardware,32:20.2
7414,"Does anyone have a version of ""Which Mac Do I Buy?""
that is later than v 1.3.1?

I no longer have access the ZiffNet/Mac, accessed
through CompuServe, to check for myself.

""Which Mac..."" is a HyperCard stack that assists
in decision making based on budget, features, and
main software used.

Please let me know if you can help me out. Download
from CompuServe should not cost much if a higher speed
modem is used. Stack, compressed, is about 125KB?

Thanks for any help...

Dale 
carsona@sfu.ca",4,comp.sys.mac.hardware,32:20.2
7418,"===== This is a posting for my friend who does not have USENET access ========
===== Please contact him (not me) directly, thank you ========================

1. The Mac II is supposed to have a socket for the MC68851 PMMU chip. Could
anyone let me know where that socket is on the motherboard. I have obtained
a PMMU chip (16 Mhz) from a surplus store, and would like to install it onto
my Mac II (circa 1987). But I cannot see the socket myself when I tried to
install it.

2. Could anyone send me the pinouts for the Mac II SCSI DB-25 interface?


Thank you.",4,comp.sys.mac.hardware,32:20.2
7457,"Anyone out there have a Sony 1304S?

I have one, and it's very nice, however - If I run it in 16"" mode, the
picture won't
go very big. I end up with about 1"" gap either side, and .5"" top &
bottom. I suspect
an internal adjustment would fix this. Anyone tried it?

Another problem is sub-brightness: Areas that are meant to be black (or
off the main
raster) are not very black. The real raster is quite visible when the
screen is blanked.
This is not too severe, but it is just not as good as other Trini screens
I have
used. If I turn the brightness/contrast down so that the raster is not
visible, the
real image virtually disappears!

The raster size is just right if I use 1024*768, but 100dpi+ is a bit too
much!

Oh, and I am using a RasterOps 24XLi card.


Thanks

Marcus Bointon
marcus@meridian.demon.co.uk
-------------------------------------------------------
   Marcus Bointon                   Tel 081 852 6662 
   marcus@meridian.demon.co.uk      Fax 081 244 5422
""I used Windows for a week once, but I feel better now""",4,comp.sys.mac.hardware,32:20.2
7458,"I am going to be getting a C650 soon, but I don;t want Apple 
to come out with the Cyclones and the Tempest in a month
and have the price drop on the system I want.  I have negotiated a 
good deal with a supplier for a C650 8/80 and I would like to jump on it,
but, again, I don't want the price drop to smuther me.  BTW, the deal
I have is a C650 8/80 with mouse for $2295... does anyone know of a better
deal?

thanks,",4,comp.sys.mac.hardware,32:20.2
7466,"The trackbal on my PB140 no longer moves in the horizontal direction.  When I
called the nearest Authorized Apple Service person I was told that it probably
needed replacing and that would cost me over $150!  Ouch!
  Can anyone recommend a less expensive way to fix this problem?  One strange
symptom of the problem is that when I take the ball out of the socket and shine
a light into the hole I can make the cursor move horizontally by moving the
wheel with my finger, it works fine that way but won't work if I turn off the
light.  Any suggestions or comments?
-------------------------------------------------------------------------------
Ben Roy .......just a poor college student.......internet<br4416a@american.edu>",4,comp.sys.mac.hardware,32:20.2
7492,"Could someone please post any info on these systems.

Thanks.
BoB
-- 
---------------------------------------------------------------------- 
Robert Novitskey | ""Pursuing women is similar to banging one's head
rrn@po.cwru.edu  |  against a wall...with less opportunity for reward"" ",4,comp.sys.mac.hardware,32:20.2
7513,"The Quadra 700 goes thru extensive initalize routines of its hardware,
read's PRAM, obtains all info from last session including the volume
setting, and then executes the sound procedure for the startup sound, and
wait's on the SCSI controller to respond to the boot up code.


If the DRAM produces an error, or a registers cannot be read from a device,
or the device corrupts that address/data or control paths, then if it is
possible, the firmware branchs to another sound routine that produces the 
'sad mac' sound.


This is a general breifing of the start up procedure of a typical mac.
If you cannot control the volume of the quadra, even at boot up, then i feel
there is something incorrect with the logic board. 

My Quadra 700 does not show the problems you are having.
",4,comp.sys.mac.hardware,32:20.2
7540,"

    You're correct, except that's Quadra 800 not Centris 800.",4,comp.sys.mac.hardware,32:20.2
7603,"My boss is considering the purchase of a Powerbook or Duo. He is leaning
towards a 180, because of the math coprocessor (for Mathematica), but would
get a Duo if he could find a Mini-Dock with a coprocessor. Have any
third-parties announced such a beast?
",4,comp.sys.mac.hardware,32:20.2
7609,"The Duo Powerbooks seem to park the heads after a few seconds of
inactivity... is that builtin into the drive logic or is it being
programmed via software, any way to tune the iddle timeout that
makes the heads park themselves... I think the heads are being
parked since after a few seconds of inactivity you can hear the
clunk of heads parking.",4,comp.sys.mac.hardware,32:20.2
7613,"
Apple doesn't make such a card, though I suppose a third party could.  One
big problem is that there isn't room for a standard NuBus card inside the
LC III.

noah",4,comp.sys.mac.hardware,32:20.2
7619,"Hi there,

when I run Disk First Aid on my external hard drive (Quantum LPS 240) I get the followinf
message: Error -535: Missing thread record (TarID=31015; TarBlock 416)
Disk First Aid is not able to fix this problem, Norton Utils doesn't find it at all.
When I use Norton Disk editor to look at TarBlock 416 I can read something like ""DirReservedArea""

My question: How can I get rid of this error (without reformatting of course)
",4,comp.sys.mac.hardware,32:20.2
7637,"
I agree completely, but there was only a refund for people who bought the GC
with a Quadra. I have seen an alpha version of an extension from Apple called
8.24 GC QuickTime Video which offloads QuickTime compression/decompression
from the cpu to the AM29000 on the card. So it seems it can be done even though
in a developer article it states that the GC can't be programmed - but they
asked that any suggestions be sent in anyway...",4,comp.sys.mac.hardware,32:20.2
7648,"






Also, has anyone heard any rumors that the new docks (the ones with the CPU
:-) will be better designed that this first batch?  I love my Duo, but
installing cards in the dock is not much fun.

-Bob",4,comp.sys.mac.hardware,32:20.2
7661,"

Since I repost this message again for the second time, I hope to hear from
some folks on this topic.  Please reply.

Regards,",4,comp.sys.mac.hardware,32:20.2
7665,"Hi!

I am looking for ftp sites (where there are freewares or sharewares)
for Mac. It will help a lot if there are driver source codes in those 
ftp sites. Any information is appreciated. 

Thanks in advance.",4,comp.sys.mac.hardware,32:20.2
7696,"

F A Q !

Reference:
Newsgroups: comp.sys.mac.apps,comp.sys.mac.misc,comp.sys.mac.system,
	comp.sys.mac.wanted,comp.sys.mac.hardware,comp.answers,news.answers
Subject: Introductory Macintosh frequently asked questions (FAQ)",4,comp.sys.mac.hardware,32:20.2
7709,"
",4,comp.sys.mac.hardware,32:20.2
7761,"

Noooooooo!  I've been servicing Macs for years too, and I've had to
repair a number of motherboards that had been damaged this way.  It's
rare, but it does happen.

Mind you, this doesn't mean you shouldn't do it.  The parts that can
blow (the ADB power fuse and RF filter) aren't too expensive, so IF you
have a someone around who can do component-level repair, it may be worth
the risk (especially if you're around Seattle, 'cause you might get to
pay *me* to fix it :-))..  On the other hand, if your only repair option
is the Apple-standard logic board swap (major $$$$), you should probably
play it safe.


SCSI: yes, ADB: yes, Floppies: yes...  They can all cause trouble.
",4,comp.sys.mac.hardware,32:20.2
7772,"In the MacUser article on the new centris and quadra machines mentioned
that the C650 and the Q800, and not the C610, had ROM accelerated video.

It didn't seem to make much difference in their ""benchmark"" test.

What is it?  I don't recall seeing it in Dale Adams post.

-Erik Speckman",4,comp.sys.mac.hardware,32:20.2
7793,"A SIMM is a small PCB with DRAM chips soldered on.

--maarten",4,comp.sys.mac.hardware,32:20.2
